dataset,model,technique,real,pred,perc_completeness
letter_16,KNN,impute_random,0.05399814313286333,0.006328699866281475,0.2019
letter_17,KNN,impute_random,0.043015383293345755,0.004664672708578219,0.1490875
letter_18,KNN,impute_random,0.012464833102623252,0.005526776230315078,0.0980249999999999
letter_19,KNN,impute_random,0.01240022880115399,0.004844276296652504,0.0499375
letter_20,KNN,impute_random,0.046589002086611764,-0.0012694164178133674,0.4984
letter_21,KNN,impute_random,0.07033529171848585,-0.0038551562153529284,0.4461125
letter_22,KNN,impute_random,0.02633718619133507,0.002392942684387443,0.4066125
letter_23,KNN,impute_random,0.014704084523876282,-0.0009481226894316646,0.3522375
letter_24,KNN,impute_random,0.02391758427867985,0.0031466192276492434,0.299725
letter_25,KNN,impute_random,-0.0110069346993793,4.077129249920399e-05,0.2440875
letter_26,KNN,impute_random,-0.008646099391163231,0.0013867958210625174,0.2010875
letter_27,KNN,impute_random,-0.003875879477939881,-0.0001500281568111455,0.1530875
letter_28,KNN,impute_random,-0.010705293438060037,-0.0007377006053666202,0.097475
letter_29,KNN,impute_random,-0.013968259911830483,0.002025175011228805,0.0484374999999999
letter_0,KNN,impute_knn,0.008376831603636448,-0.007169884216539797,0.4983124999999999
letter_1,KNN,impute_knn,-0.019546880375769682,-0.0070550047874341874,0.44755
