dataset,model,ranking_eval,ranking_real,ranking_pred,value_real,value_pred
abalone_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.76589018 0.81065113],[0.71757723 0.92658765]
abalone_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.59913287 0.82957761],[0.62398985 0.93969753]
abalone_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.65651218 0.85711745],[0.59185609 0.93377876]
abalone_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78598963 0.87738755],[0.76913906 0.94596356]
abalone_0,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.71600238 0.84769537],[0.84821748 0.86591785]
abalone_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78654145 0.88888754],[0.56127518 0.90287278]
abalone_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78106225 0.80533796],[0.76382239 0.89851078]
abalone_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.55438851 0.82533442],[0.61683325 0.88955579]
abalone_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69803315 0.89866627],[0.61723366 0.94031987]
abalone_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78664586 0.84012394],[0.80908221 0.91560963]
abalone_1,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.71686303 0.86271963],[0.8302403  0.95979445]
abalone_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.75454672 0.92763188],[0.53338643 0.7929046 ]
abalone_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.84041742 0.88314255],[0.82790576 0.90217272]
abalone_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.61249858 0.88460935],[0.63654437 0.91138039]
abalone_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.64906889 0.97118944],[0.73497493 0.93948512]
abalone_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81560328 0.86475657],[0.88120783 0.92598141]
abalone_2,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.71694682 0.84018426],[0.87604969 0.89995697]
abalone_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81885206 0.9875445 ],[0.56538044 0.84799327]
abalone_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.90172666 0.92078931],[0.89875569 0.90649815]
abalone_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.63497975 0.91029138],[0.7108731  0.90201802]
abalone_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81759198 0.95021615],[0.8339406  0.94424123]
abalone_3,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.85665293 0.86250357],[0.91802563 0.92340864]
abalone_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90620525 0.94521209],[0.9486093  0.96652844]
abalone_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78863569 0.99910367],[0.66777106 0.81640055]
abalone_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.94908976 0.99032578],[0.91173594 0.95125722]
abalone_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.8365127  0.94317756],[0.80066453 0.90503242]
abalone_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83167498 1.00258388],[0.86069988 0.95083277]
abalone_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.85922217 0.93183873],[0.92600783 0.95626647]
abalone_4,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.82241864 0.98525708],[0.97235892 0.98587435]
abalone_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.73708715 1.07678592],[0.74867162 0.82607856]
BachChoralHarmony_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.49871793 0.49895417],[0.71939505 0.90010817]
BachChoralHarmony_0,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.67975679 0.71160472],[0.52331591 0.89966933]
BachChoralHarmony_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.37278631 0.5258634 ],[0.56427729 0.92470287]
BachChoralHarmony_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.54996539 0.58933682],[0.77596512 0.92146858]
BachChoralHarmony_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.55401572 0.70650177],[0.81925827 0.92128406]
BachChoralHarmony_0,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.58549451 0.60313034],[0.47180238 0.81145699]
BachChoralHarmony_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.61173701 0.61851562],[0.81785639 0.87893496]
BachChoralHarmony_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.72247742 0.73040332],[0.60729585 0.87220339]
BachChoralHarmony_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.41572939 0.63433558],[0.69376329 0.9177361 ]
BachChoralHarmony_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.62355778 0.64781948],[0.8848369  0.91254203]
BachChoralHarmony_1,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69920596 0.79848969],[0.84676004 0.94160402]
BachChoralHarmony_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.59998241 0.67040112],[0.50111519 0.75828231]
BachChoralHarmony_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.6882817  0.69207688],[0.8458013  0.87752716]
BachChoralHarmony_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7465218  0.81701348],[0.55934853 0.86689374]
BachChoralHarmony_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.41772019 0.71242809],[0.70736477 0.91093877]
BachChoralHarmony_2,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.7025672  0.73931941],[0.89689298 0.90226098]
BachChoralHarmony_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.62729765 0.73352923],[0.85474502 0.95218731]
BachChoralHarmony_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.63931338 0.77408751],[0.46693667 0.75355788]
BachChoralHarmony_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.771132   0.78735604],[0.88777781 0.92421672]
BachChoralHarmony_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.76575163 0.84454795],[0.64268275 0.92412213]
BachChoralHarmony_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.43823121 0.78793906],[0.78729814 0.96212273]
BachChoralHarmony_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78358927 0.79523604],[0.91451041 0.93840473]
BachChoralHarmony_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70706122 0.72304264],[0.94697217 0.94703697]
BachChoralHarmony_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.69806781 0.83102946],[0.59909472 0.86860739]
BachChoralHarmony_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.86920717 0.87890568],[0.89427196 0.93725517]
BachChoralHarmony_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.78477514 0.91718045],[0.74281518 0.88374398]
BachChoralHarmony_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.54340527 0.87568707],[0.86926669 0.92559917]
BachChoralHarmony_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.84511747 0.89426608],[0.91531297 0.93728064]
BachChoralHarmony_4,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.76734859 0.84179307],[0.96504191 0.9990448 ]
BachChoralHarmony_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.76829236 0.90706234],[0.67641661 0.78302871]
bank_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.96857095 0.97367834],[0.77214786 0.78720983]
bank_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91638529 0.96157596],[0.61204184 0.80296934]
bank_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95528588 0.99561069],[0.62106632 0.80420964]
bank_0,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.94851755 0.96855374],[0.81810075 0.83223495]
bank_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96208169 0.97094814],[0.80095048 0.94821853]
bank_0,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.91087031 0.95396135],[0.53550658 0.73264183]
bank_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97594389 0.98821823],[0.80153612 0.90161757]
bank_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.90662982 0.95566619],[0.60379862 0.89136322]
bank_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95084968 0.99240604],[0.66132317 0.91230185]
bank_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95387938 0.97186355],[0.8528459  0.93409799]
bank_1,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.96699141 0.97696467],[0.85928518 0.87812441]
bank_1,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.91248049 0.92860139],[0.53523511 0.77886488]
bank_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.98804307 0.99044527],[0.8396704  0.91684278]
bank_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92027593 0.96731805],[0.59043611 0.92840197]
bank_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.94127887 0.98341376],[0.70178047 0.92612074]
bank_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.9419718  0.97279905],[0.89569068 0.93801871]
bank_2,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97381178 0.97904959],[0.83405482 0.87731201]
bank_2,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.93278887 0.97330282],[0.48829623 0.86191752]
bank_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.99314227 1.00183535],[0.86373016 0.92836075]
bank_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93139772 0.95882543],[0.62963454 0.92583976]
bank_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93621621 0.98020093],[0.74135943 0.96454372]
bank_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95904666 0.96260801],[0.90977054 0.93916532]
bank_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.97977224 0.99338779],[0.90515246 0.97636481]
bank_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91320517 0.95431147],[0.54438545 0.87331452]
bank_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.99241309 0.99371188],[0.93099759 0.94050521]
bank_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93058681 0.98169721],[0.7521199  0.92577877]
bank_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96287947 0.99626566],[0.84262865 0.94908542]
bank_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.96038786 0.99788904],[0.93534974 0.94698915]
bank_4,AdaBoost,1.0,['completeness' 'accuracy'],['completeness' 'accuracy'],[0.9933088  0.99769249],[0.96442023 0.98359087]
bank_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.6835633  0.93810309],[0.6843275  0.85895143]
cancer_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87917139 0.97599717],[0.82124803 0.88150124]
cancer_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.72792726 0.9848475 ],[0.70188358 0.88843433]
cancer_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.79670441 0.9848032 ],[0.71415801 0.91977519]
cancer_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.91912809 0.98013632],[0.8723913  0.90696895]
cancer_0,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.9581031  0.96244145],[0.85426522 0.90327014]
cancer_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70864792 0.97078743],[0.63264922 0.80602366]
cancer_1,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.89955184 0.98706302],[0.81146333 0.90016605]
cancer_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.77938312 0.97750884],[0.66810371 0.89972708]
cancer_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.80763911 0.96519626],[0.70447285 0.93601244]
cancer_1,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97100821 0.98671782],[0.86516149 0.92324778]
cancer_1,AdaBoost,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.95903103 0.98625354],[0.86885649 0.90794914]
cancer_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.68642507 0.98098005],[0.60218011 0.78867931]
cancer_2,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.93876862 0.98856601],[0.84739517 0.89255448]
cancer_2,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.83720181 1.00540978],[0.61340073 0.87977525]
cancer_2,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88424394 0.99464414],[0.71596512 0.93485052]
cancer_2,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.965985  0.9950279],[0.89024824 0.91120024]
cancer_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.98779831 0.98883024],[0.87631987 0.96098314]
cancer_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.854197   0.99315833],[0.51944414 0.77204499]
cancer_3,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96677411 0.99340504],[0.86803208 0.91173594]
cancer_3,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88751795 1.01229669],[0.56139859 0.90503242]
cancer_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.94856428 0.99456207],[0.72468964 0.95083277]
cancer_3,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98840343 1.00008125],[0.90540739 0.92600783]
cancer_3,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[1.00151641 1.01524904],[0.86947361 0.97235892]
cancer_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.92770204 0.99662358],[0.47137624 0.82607856]
cancer_4,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98641269 1.00319573],[0.87449719 0.89427196]
cancer_4,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.96007347 0.98789888],[0.55187126 0.88374398]
cancer_4,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.99097208 1.01000674],[0.73896144 0.92559917]
cancer_4,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97816065 0.97975429],[0.91028521 0.91531297]
cancer_4,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.98791434 1.00665799],[0.87837986 0.96504191]
cancer_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.97243271 0.99327758],[0.4874768  0.78302871]
car_0,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.66302493 0.74870578],[0.82069349 0.92172735]
car_0,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.75795041 0.85286862],[0.66482567 0.92471121]
car_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.67005474 0.70611241],[0.68515099 0.93650157]
car_0,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.66314137 0.70773961],[0.85976118 0.93468028]
car_0,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.84500688 0.92419039],[0.90743624 0.94050753]
car_0,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.74304926 0.76703884],[0.62308865 0.85551858]
car_1,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.69362653 0.75991311],[0.82564711 0.89302847]
car_1,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.78828593 0.87075119],[0.66647347 0.88671883]
car_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.71784202 0.7537184 ],[0.70763905 0.93041441]
car_1,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.70930117 0.75742801],[0.87094063 0.91904115]
car_1,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.86853435 0.92702172],[0.93160384 0.94134908]
car_1,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.70234592 0.87139736],[0.61587733 0.7902879 ]
car_2,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.75999699 0.82877503],[0.82535776 0.89694701]
car_2,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.80985983 0.86961006],[0.64330156 0.89197774]
car_2,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.7446049  0.75109383],[0.74954603 0.9299816 ]
car_2,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.75325445 0.80353941],[0.88106732 0.91388781]
car_2,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.88579565 0.96915341],[0.91405298 0.93448769]
car_2,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.7571886  0.84127841],[0.57436682 0.79283858]
car_3,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.80445333 0.86615224],[0.86501556 0.9094345 ]
car_3,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.86311488 0.90924334],[0.64805925 0.89785552]
car_3,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.74862962 0.76489473],[0.72961188 0.94710869]
car_3,RandomForest,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.8272647  0.84548302],[0.90520763 0.9217656 ]
car_3,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.90102588 0.93788723],[0.90061383 0.9672544 ]
car_3,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.72266655 0.85921554],[0.56582659 0.8030946 ]
car_4,DecisionTree,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.90939407 0.9096679 ],[0.91626072 0.92066133]
car_4,LogisticRegression,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.92170908 0.95869196],[0.78311606 0.90753558]
car_4,KNN,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.83095466 0.83317926],[0.76579245 0.95423855]
car_4,RandomForest,0.0,['accuracy' 'completeness'],['completeness' 'accuracy'],[0.90625834 0.91008137],[0.93261479 0.9391873 ]
car_4,AdaBoost,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.9366544  0.98067681],[0.92268951 0.97263184]
car_4,SVC,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.81269665 0.90149551],[0.69197399 0.82956165]
default of credit card clients_0,DecisionTree,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95861056 0.96947399],[0.8063813  0.89013584]
default of credit card clients_0,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88614323 0.9529725 ],[0.63696798 0.88910723]
default of credit card clients_0,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87777839 0.97306098],[0.67933983 0.90610885]
default of credit card clients_0,RandomForest,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88708774 0.95556964],[0.85893235 0.91328488]
default of credit card clients_0,AdaBoost,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.95147437 0.96141572],[0.88040717 0.95707707]
default of credit card clients_0,SVC,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.74131855 1.01642753],[0.55581942 0.77900455]
default of credit card clients_1,DecisionTree,0.0,['completeness' 'accuracy'],['accuracy' 'completeness'],[0.96955877 0.97237642],[0.79731966 0.89652534]
default of credit card clients_1,LogisticRegression,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.88143528 0.96227802],[0.61188309 0.88075093]
default of credit card clients_1,KNN,1.0,['accuracy' 'completeness'],['accuracy' 'completeness'],[0.87695958 0.97560768],[0.67255044 0.90504491]
